Customer ID,Age,Gender,Location,Season,Subscription Status,Frequency of Purchases
194,36,Male,North Dakota,Fall,Yes,Annually
195,51,Male,Missouri,Spring,Yes,Quarterly
196,51,Male,New York,Fall,Yes,Monthly
197,38,Male,Washington,Summer,Yes,Fortnightly
198,59,Male,South Carolina,Fall,Yes,Monthly
199,57,Male,Utah,Winter,Yes,Fortnightly
200,54,Male,Idaho,Summer,Yes,Weekly
201,25,Male,Pennsylvania,Summer,Yes,Monthly
202,69,Male,Missouri,Fall,Yes,Annually
203,57,Male,Nebraska,Spring,Yes,Annually
204,70,Male,Indiana,Fall,Yes,Weekly
205,24,Male,Arizona,Fall,Yes,Bi-Weekly
206,67,Male,Hawaii,Winter,Yes,Weekly
207,24,Male,Wisconsin,Summer,Yes,Fortnightly
208,62,Male,Rhode Island,Summer,Yes,Bi-Weekly
209,57,Male,Wisconsin,Spring,Yes,Monthly
210,55,Male,Minnesota,Winter,Yes,Every 3 Months
211,45,Male,Vermont,Fall,Yes,Fortnightly
212,69,Male,South Dakota,Fall,Yes,Fortnightly
213,67,Male,Virginia,Fall,Yes,Annually
214,30,Male,Nevada,Fall,Yes,Every 3 Months
215,24,Male,Hawaii,Summer,Yes,Every 3 Months
216,62,Male,New Jersey,Spring,Yes,Bi-Weekly
217,43,Male,Massachusetts,Spring,Yes,Weekly
218,35,Male,Oklahoma,Winter,Yes,Annually
219,28,Male,California,Spring,Yes,Quarterly
220,32,Male,Nevada,Spring,Yes,Fortnightly
221,39,Male,Arizona,Spring,Yes,Fortnightly
222,28,Male,North Carolina,Summer,Yes,Quarterly
223,47,Male,New York,Spring,Yes,Fortnightly
224,20,Male,Wyoming,Spring,Yes,Annually
225,63,Male,South Dakota,Summer,Yes,Every 3 Months
226,25,Male,Arkansas,Spring,Yes,Annually
227,29,Male,Texas,Spring,Yes,Monthly
228,50,Male,Rhode Island,Winter,Yes,Fortnightly
229,18,Male,New Hampshire,Spring,Yes,Annually
230,70,Male,Ohio,Spring,Yes,Every 3 Months
231,66,Male,Utah,Fall,Yes,Annually
232,28,Male,Tennessee,Spring,Yes,Every 3 Months
233,54,Male,Hawaii,Winter,Yes,Bi-Weekly
234,19,Male,Arizona,Fall,Yes,Every 3 Months
235,20,Male,South Dakota,Summer,Yes,Weekly
236,43,Male,New Jersey,Winter,Yes,Quarterly
237,38,Male,North Dakota,Winter,Yes,Fortnightly
238,50,Male,Iowa,Summer,Yes,Fortnightly
239,64,Male,Ohio,Fall,Yes,Annually
240,49,Male,Vermont,Summer,Yes,Bi-Weekly
241,47,Male,Montana,Winter,Yes,Fortnightly
242,36,Male,Delaware,Winter,Yes,Bi-Weekly
243,55,Male,New York,Summer,Yes,Every 3 Months
244,25,Male,Kentucky,Winter,Yes,Monthly
245,53,Male,Oregon,Spring,Yes,Weekly
246,49,Male,Rhode Island,Summer,Yes,Fortnightly
247,35,Male,Nevada,Spring,Yes,Bi-Weekly
248,29,Male,Montana,Spring,Yes,Weekly
249,47,Male,Pennsylvania,Winter,Yes,Weekly
250,53,Male,Alaska,Fall,Yes,Annually
251,33,Male,Mississippi,Fall,Yes,Weekly
252,21,Male,Wyoming,Winter,Yes,Annually
253,32,Male,Delaware,Summer,Yes,Fortnightly
254,52,Male,Oklahoma,Winter,Yes,Bi-Weekly
255,67,Male,Indiana,Winter,Yes,Bi-Weekly
256,43,Male,Maryland,Spring,Yes,Annually
257,58,Male,South Dakota,Spring,Yes,Every 3 Months
258,20,Male,West Virginia,Summer,Yes,Quarterly
259,61,Male,Alabama,Spring,Yes,Quarterly
260,32,Male,Louisiana,Fall,Yes,Annually
261,38,Male,Montana,Winter,Yes,Every 3 Months
262,21,Male,California,Winter,Yes,Annually
263,37,Male,Hawaii,Summer,Yes,Annually
264,27,Male,Iowa,Summer,Yes,Monthly
265,36,Male,Colorado,Fall,Yes,Annually
266,32,Male,Michigan,Spring,Yes,Bi-Weekly
267,51,Male,Louisiana,Summer,Yes,Weekly
268,64,Male,Maryland,Spring,Yes,Annually
269,68,Male,Georgia,Spring,Yes,Monthly
270,68,Male,Georgia,Winter,Yes,Bi-Weekly
271,33,Male,North Dakota,Fall,Yes,Annually
272,65,Male,Maryland,Summer,Yes,Fortnightly
273,48,Male,Oregon,Summer,Yes,Bi-Weekly
274,69,Male,North Dakota,Spring,Yes,Quarterly
275,59,Male,Maryland,Spring,Yes,Bi-Weekly
276,48,Male,Virginia,Winter,Yes,Weekly
277,25,Male,South Dakota,Fall,Yes,Fortnightly
278,29,Male,Georgia,Winter,Yes,Bi-Weekly
279,57,Male,Hawaii,Spring,Yes,Annually
280,23,Male,Arkansas,Summer,Yes,Monthly
281,45,Male,Montana,Fall,Yes,Bi-Weekly
282,38,Male,Oklahoma,Spring,Yes,Bi-Weekly
283,21,Male,Minnesota,Summer,Yes,Monthly
284,32,Male,Montana,Fall,Yes,Annually
285,63,Male,Ohio,Summer,Yes,Quarterly
286,29,Male,Kentucky,Summer,Yes,Bi-Weekly
287,27,Male,Nebraska,Summer,Yes,Annually
288,56,Male,Delaware,Spring,Yes,Fortnightly
289,30,Male,North Carolina,Winter,Yes,Bi-Weekly
290,49,Male,New York,Fall,Yes,Monthly
291,58,Male,Colorado,Winter,Yes,Weekly
292,57,Male,Delaware,Fall,Yes,Monthly
293,60,Male,Utah,Spring,Yes,Quarterly
294,69,Male,Connecticut,Spring,Yes,Annually
295,70,Male,New Jersey,Spring,Yes,Every 3 Months
296,53,Male,West Virginia,Winter,Yes,Quarterly
297,25,Male,Indiana,Spring,Yes,Weekly
298,48,Male,Delaware,Summer,Yes,Bi-Weekly
299,69,Male,Maryland,Winter,Yes,Every 3 Months
300,25,Male,Pennsylvania,Summer,Yes,Fortnightly
301,29,Male,Iowa,Spring,Yes,Weekly
302,46,Male,Pennsylvania,Spring,Yes,Every 3 Months
303,37,Male,Delaware,Summer,Yes,Every 3 Months
304,20,Male,Oregon,Summer,Yes,Weekly
305,40,Male,Oregon,Winter,Yes,Bi-Weekly
306,60,Male,Utah,Fall,Yes,Annually
307,26,Male,North Dakota,Summer,Yes,Annually
308,29,Male,Florida,Winter,Yes,Every 3 Months
309,66,Male,Maryland,Fall,Yes,Bi-Weekly
310,66,Male,Minnesota,Spring,Yes,Fortnightly
311,56,Male,Montana,Winter,Yes,Fortnightly
312,69,Male,Rhode Island,Winter,Yes,Monthly
313,38,Male,Massachusetts,Spring,Yes,Annually
314,42,Male,Vermont,Spring,Yes,Every 3 Months
315,30,Male,New Jersey,Summer,Yes,Every 3 Months
316,66,Male,Wisconsin,Spring,Yes,Annually
317,36,Male,California,Fall,Yes,Monthly
318,58,Male,West Virginia,Fall,Yes,Every 3 Months
319,45,Male,South Dakota,Winter,Yes,Annually
320,47,Male,Maine,Spring,Yes,Every 3 Months
321,66,Male,Kansas,Summer,Yes,Quarterly
322,41,Male,Vermont,Summer,Yes,Quarterly
323,41,Male,Tennessee,Winter,Yes,Monthly
324,66,Male,Tennessee,Winter,Yes,Bi-Weekly
325,37,Male,Wyoming,Summer,Yes,Quarterly
326,70,Male,Vermont,Winter,Yes,Annually
327,62,Male,New Jersey,Fall,Yes,Weekly
328,61,Male,Iowa,Summer,Yes,Weekly
329,48,Male,Florida,Fall,Yes,Weekly
330,70,Male,Nevada,Summer,Yes,Monthly
331,46,Male,North Dakota,Winter,Yes,Bi-Weekly
332,31,Male,Florida,Fall,Yes,Quarterly
333,19,Male,New York,Winter,Yes,Monthly
334,39,Male,Alaska,Winter,Yes,Bi-Weekly
335,41,Male,Kansas,Fall,Yes,Annually
336,20,Male,Oregon,Spring,Yes,Every 3 Months
337,36,Male,Rhode Island,Fall,Yes,Annually
338,32,Male,New Mexico,Winter,Yes,Annually
339,69,Male,Massachusetts,Winter,Yes,Weekly
340,40,Male,Pennsylvania,Spring,Yes,Every 3 Months
341,40,Male,New Jersey,Summer,Yes,Every 3 Months
342,20,Male,Utah,Summer,Yes,Bi-Weekly
343,64,Male,Kentucky,Spring,Yes,Every 3 Months
344,27,Male,Nebraska,Summer,Yes,Monthly
345,24,Male,Virginia,Winter,Yes,Monthly
346,48,Male,Wyoming,Winter,Yes,Annually
347,49,Male,New Mexico,Spring,Yes,Weekly
348,36,Male,Oregon,Fall,Yes,Fortnightly
349,56,Male,South Carolina,Fall,Yes,Fortnightly
350,37,Male,Arizona,Winter,Yes,Bi-Weekly
351,42,Male,Kentucky,Spring,Yes,Fortnightly
352,28,Male,New York,Winter,Yes,Bi-Weekly
353,27,Male,Texas,Fall,Yes,Every 3 Months
354,63,Male,Missouri,Fall,Yes,Monthly
355,58,Male,Pennsylvania,Fall,Yes,Weekly
356,37,Male,Oregon,Fall,Yes,Every 3 Months
357,56,Male,Nevada,Spring,Yes,Weekly
358,18,Male,Arkansas,Spring,Yes,Bi-Weekly
359,48,Male,Minnesota,Summer,Yes,Every 3 Months
360,31,Male,Georgia,Winter,Yes,Every 3 Months
361,51,Male,Rhode Island,Summer,Yes,Fortnightly
362,65,Male,Nevada,Spring,Yes,Annually
363,53,Male,Texas,Fall,Yes,Fortnightly
364,55,Male,Florida,Winter,Yes,Fortnightly
365,62,Male,North Dakota,Summer,Yes,Every 3 Months
366,55,Male,West Virginia,Summer,Yes,Quarterly
367,64,Male,Nebraska,Spring,Yes,Fortnightly
368,52,Male,Tennessee,Spring,Yes,Monthly
369,24,Male,Oklahoma,Spring,Yes,Monthly
370,38,Male,Wisconsin,Summer,Yes,Quarterly
371,59,Male,Oregon,Winter,Yes,Weekly
372,27,Male,North Carolina,Winter,Yes,Monthly
373,24,Male,Pennsylvania,Summer,Yes,Weekly
374,23,Male,North Dakota,Summer,Yes,Bi-Weekly
375,69,Male,Ohio,Spring,Yes,Monthly
376,59,Male,Oklahoma,Summer,Yes,Quarterly
377,51,Male,South Carolina,Fall,Yes,Bi-Weekly
378,63,Male,Maine,Spring,Yes,Every 3 Months
379,54,Male,Nevada,Winter,Yes,Monthly
380,32,Male,Montana,Fall,Yes,Bi-Weekly
381,39,Male,New Hampshire,Fall,Yes,Weekly
382,66,Male,Maine,Winter,Yes,Every 3 Months
383,28,Male,California,Winter,Yes,Quarterly
384,50,Male,West Virginia,Fall,Yes,Quarterly
385,70,Male,California,Fall,Yes,Annually
386,67,Male,West Virginia,Fall,Yes,Bi-Weekly
387,64,Male,Louisiana,Spring,Yes,Quarterly
388,45,Male,Georgia,Summer,Yes,Fortnightly
389,22,Male,Washington,Summer,Yes,Quarterly
390,27,Male,Virginia,Spring,Yes,Monthly
391,25,Male,Indiana,Winter,Yes,Annually
392,37,Male,Minnesota,Spring,Yes,Fortnightly
393,26,Male,Idaho,Spring,Yes,Annually
394,33,Male,Vermont,Fall,Yes,Fortnightly
395,43,Male,North Dakota,Spring,Yes,Bi-Weekly
396,37,Male,Rhode Island,Winter,Yes,Annually
397,46,Male,South Carolina,Fall,Yes,Annually
398,22,Male,Mississippi,Fall,Yes,Annually
399,20,Male,Montana,Winter,Yes,Every 3 Months
400,60,Male,Idaho,Fall,Yes,Monthly
401,39,Male,Utah,Winter,Yes,Fortnightly
402,43,Male,Oklahoma,Fall,Yes,Quarterly
403,31,Male,California,Fall,Yes,Monthly
404,19,Male,Nevada,Winter,Yes,Annually
405,35,Male,Delaware,Spring,Yes,Monthly
406,41,Male,South Carolina,Summer,Yes,Annually
407,52,Male,Maryland,Spring,Yes,Monthly
408,45,Male,North Carolina,Spring,Yes,Bi-Weekly
409,34,Male,Alabama,Spring,Yes,Fortnightly
410,35,Male,Minnesota,Winter,Yes,Monthly
411,29,Male,Virginia,Spring,Yes,Quarterly
412,59,Male,Michigan,Summer,Yes,Annually
413,24,Male,Maine,Summer,Yes,Weekly
414,70,Male,Nevada,Summer,Yes,Monthly
415,29,Male,Wyoming,Winter,Yes,Weekly
416,67,Male,Connecticut,Winter,Yes,Monthly
417,36,Male,Oregon,Spring,Yes,Fortnightly
418,23,Male,Mississippi,Fall,Yes,Quarterly
419,18,Male,Illinois,Spring,Yes,Bi-Weekly
420,53,Male,Utah,Winter,Yes,Every 3 Months
421,32,Male,North Carolina,Spring,Yes,Bi-Weekly
422,38,Male,Kentucky,Winter,Yes,Bi-Weekly
423,47,Male,Minnesota,Fall,Yes,Annually
424,46,Male,New York,Spring,Yes,Bi-Weekly
425,66,Male,Illinois,Winter,Yes,Fortnightly
426,40,Male,North Dakota,Winter,Yes,Quarterly
427,43,Male,Louisiana,Winter,Yes,Quarterly
428,58,Male,Illinois,Winter,Yes,Quarterly
429,21,Male,Wyoming,Winter,Yes,Fortnightly
430,42,Male,Washington,Winter,Yes,Fortnightly
431,24,Male,Texas,Summer,Yes,Annually
432,43,Male,New Hampshire,Winter,Yes,Fortnightly
433,47,Male,Indiana,Fall,Yes,Weekly
434,49,Male,Alabama,Fall,Yes,Fortnightly
435,50,Male,Oklahoma,Spring,Yes,Every 3 Months
436,51,Male,Montana,Winter,Yes,Monthly
437,40,Male,Tennessee,Summer,Yes,Weekly
438,45,Male,New Mexico,Summer,Yes,Annually
439,52,Male,Iowa,Winter,Yes,Fortnightly
440,62,Male,Idaho,Summer,Yes,Monthly
441,20,Male,Oklahoma,Winter,Yes,Fortnightly
442,43,Male,Florida,Winter,Yes,Annually
443,29,Male,Michigan,Fall,Yes,Quarterly
444,22,Male,Hawaii,Summer,Yes,Annually
445,48,Male,California,Summer,Yes,Annually
446,42,Male,Iowa,Fall,Yes,Annually
447,19,Male,West Virginia,Summer,Yes,Monthly
448,60,Male,Washington,Spring,Yes,Every 3 Months
449,32,Male,Missouri,Summer,Yes,Fortnightly
450,26,Male,New York,Summer,Yes,Monthly
451,25,Male,Connecticut,Summer,Yes,Monthly
452,66,Male,Virginia,Summer,Yes,Fortnightly
453,45,Male,Missouri,Summer,Yes,Fortnightly
454,54,Male,Nebraska,Winter,Yes,Weekly
455,37,Male,New Jersey,Summer,Yes,Bi-Weekly
456,54,Male,Utah,Fall,Yes,Fortnightly
457,50,Male,North Carolina,Fall,Yes,Quarterly
458,25,Male,Rhode Island,Spring,Yes,Every 3 Months
459,47,Male,Arkansas,Winter,Yes,Monthly
460,63,Male,Maryland,Winter,Yes,Fortnightly
461,64,Male,South Carolina,Summer,Yes,Weekly
462,18,Male,Ohio,Winter,Yes,Weekly
463,59,Male,Illinois,Fall,Yes,Every 3 Months
464,37,Male,Georgia,Summer,Yes,Weekly
465,23,Male,Alabama,Winter,Yes,Monthly
466,54,Male,Oklahoma,Summer,Yes,Quarterly
467,38,Male,Vermont,Winter,Yes,Weekly
468,19,Male,Nebraska,Spring,Yes,Every 3 Months
469,34,Male,Georgia,Fall,Yes,Quarterly
470,21,Male,Alabama,Fall,Yes,Bi-Weekly
471,50,Male,Minnesota,Summer,Yes,Every 3 Months
472,55,Male,Missouri,Winter,Yes,Quarterly
473,20,Male,Georgia,Winter,Yes,Quarterly
474,34,Male,West Virginia,Spring,Yes,Every 3 Months
475,62,Male,Arkansas,Summer,Yes,Quarterly
476,21,Male,Ohio,Summer,Yes,Annually
477,21,Male,Connecticut,Spring,Yes,Fortnightly
478,42,Male,North Dakota,Summer,Yes,Weekly
479,35,Male,Kansas,Winter,Yes,Annually
480,39,Male,Iowa,Winter,Yes,Monthly
481,68,Male,Vermont,Summer,Yes,Bi-Weekly
482,46,Male,Wisconsin,Fall,Yes,Fortnightly
483,41,Male,Connecticut,Winter,Yes,Annually
484,23,Male,Oklahoma,Fall,Yes,Weekly
485,68,Male,Missouri,Summer,Yes,Quarterly
486,48,Male,Tennessee,Spring,Yes,Fortnightly
487,38,Male,New Mexico,Fall,Yes,Every 3 Months
488,41,Male,Iowa,Winter,Yes,Quarterly
489,58,Male,Maine,Spring,Yes,Weekly
490,49,Male,South Dakota,Summer,Yes,Annually
491,57,Male,Colorado,Winter,Yes,Monthly
492,49,Male,Vermont,Summer,Yes,Bi-Weekly
493,50,Male,Michigan,Fall,Yes,Weekly
494,28,Male,Nevada,Summer,Yes,Bi-Weekly
495,38,Male,Indiana,Winter,Yes,Weekly
496,33,Male,Michigan,Fall,Yes,Fortnightly
497,30,Male,California,Fall,Yes,Fortnightly
498,43,Male,Oklahoma,Winter,Yes,Weekly
499,43,Male,Iowa,Spring,Yes,Monthly
500,36,Male,Rhode Island,Winter,Yes,Monthly
501,36,Male,Washington,Fall,Yes,Every 3 Months
502,64,Male,Florida,Spring,Yes,Annually
503,59,Male,South Carolina,Fall,Yes,Fortnightly
504,55,Male,West Virginia,Summer,Yes,Quarterly
505,42,Male,Missouri,Winter,Yes,Annually
506,61,Male,Maine,Spring,Yes,Bi-Weekly
507,28,Male,Georgia,Fall,Yes,Annually
508,65,Male,Maine,Spring,Yes,Fortnightly
509,27,Male,Illinois,Winter,Yes,Quarterly
510,41,Male,Delaware,Summer,Yes,Weekly
511,21,Male,West Virginia,Fall,Yes,Annually
512,61,Male,Hawaii,Fall,Yes,Annually
513,19,Male,New York,Winter,Yes,Monthly
514,22,Male,New Mexico,Fall,Yes,Annually
515,64,Male,Indiana,Winter,Yes,Quarterly
516,28,Male,Kentucky,Spring,Yes,Monthly
517,34,Male,West Virginia,Fall,Yes,Bi-Weekly
518,61,Male,North Dakota,Fall,Yes,Every 3 Months
519,24,Male,Oregon,Fall,Yes,Every 3 Months
520,19,Male,Minnesota,Summer,Yes,Quarterly
521,51,Male,South Carolina,Spring,Yes,Quarterly
522,36,Male,Vermont,Winter,Yes,Annually
523,65,Male,Minnesota,Spring,Yes,Quarterly
524,46,Male,Delaware,Spring,Yes,Quarterly
525,59,Male,Pennsylvania,Summer,Yes,Annually
